,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT
2018-01-08,03 - 04,250.98,249.91,249.91,249.91,249.91,249.91,249.91,249.91,251.57,251.57,251.57,249.91,249.91,249.91,249.91,249.91,249.91
2018-01-08,04 - 05,254.91,256.18,256.18,256.18,256.18,256.18,226.46,256.18,256.18,256.18,256.18,256.18,256.18,256.18,256.18,256.18,256.18
2018-01-08,05 - 06,272.17,274.23,274.23,274.23,274.23,274.23,167.72,274.23,274.23,274.23,274.23,274.23,274.23,274.23,274.23,274.23,274.23
2018-01-08,06 - 07,290.61,290.51,290.51,290.51,290.51,290.51,294.53,290.51,290.51,290.51,290.51,290.51,290.51,290.51,290.51,290.51,290.51
2018-01-08,07 - 08,328.86,321.01,321.01,321.01,410.95,321.01,421.05,421.05,321.01,321.01,321.01,321.01,321.01,321.01,321.01,410.95,410.95
2018-01-08,08 - 09,391.24,323.46,323.46,408.7,430.27,408.7,440.87,440.87,408.7,408.7,408.7,323.46,323.46,323.46,408.7,430.27,430.27
2018-01-08,09 - 10,380.15,327.0,327.0,417.52,417.52,417.52,417.52,417.52,417.52,417.52,417.52,327.0,327.0,327.0,417.52,417.52,417.52
2018-01-08,10 - 11,362.01,324.25,324.25,387.22,411.74,387.22,411.74,411.74,387.22,387.22,387.22,324.25,324.25,324.25,387.22,411.74,411.74
2018-01-08,11 - 12,348.57,325.13,325.13,351.81,407.42,351.81,407.42,407.42,351.81,351.81,351.81,325.13,325.13,325.13,351.81,407.42,407.42
2018-01-08,12 - 13,335.53,324.25,324.25,324.54,410.66,324.54,420.76,420.76,324.54,324.54,324.54,324.25,324.25,324.25,324.54,410.66,410.66
2018-01-08,13 - 14,333.47,322.68,322.68,322.78,410.66,322.78,420.76,420.76,322.78,322.78,322.78,322.68,322.68,322.68,322.78,410.66,410.66
2018-01-08,14 - 15,344.94,324.05,324.05,336.9,391.63,336.9,401.24,401.24,336.9,336.9,336.9,324.05,324.05,324.05,336.9,391.63,391.63
2018-01-08,15 - 16,362.4,325.62,325.62,372.8,401.83,372.8,401.83,401.83,372.8,372.8,372.8,325.62,325.62,325.62,372.8,401.83,401.83
2018-01-08,16 - 17,369.46,327.58,327.58,389.28,389.28,389.28,389.28,389.28,389.28,389.28,389.28,327.58,327.58,327.58,389.28,389.28,389.28
2018-01-08,17 - 18,365.54,322.68,322.68,394.87,394.87,394.87,394.87,394.87,394.87,394.87,394.87,322.68,322.68,322.68,394.87,394.87,394.87
2018-01-08,18 - 19,332.29,318.76,318.76,323.17,363.68,323.17,372.6,372.6,323.17,323.17,323.17,318.76,318.76,318.76,323.17,363.68,363.68
2018-01-08,19 - 20,307.09,305.61,305.61,305.61,305.61,305.61,313.07,305.61,305.61,305.61,305.61,305.61,305.61,305.61,305.61,305.61,305.61
2018-01-08,20 - 21,291.39,291.1,291.1,291.1,291.1,291.1,274.82,291.1,291.1,291.1,291.1,291.1,291.1,291.1,291.1,291.1,291.1
2018-01-08,21 - 22,283.64,283.64,283.64,283.64,283.64,283.64,243.04,283.64,283.64,283.64,283.64,283.64,283.64,283.64,283.64,283.64,283.64
2018-01-08,22 - 23,279.82,279.43,279.43,279.43,279.43,279.43,279.43,279.43,279.43,279.43,279.43,279.43,279.43,279.43,279.43,279.43,279.43
2018-01-08,23 - 00,275.7,275.5,275.5,275.5,275.5,275.5,275.5,275.5,275.5,275.5,275.5,275.5,275.5,275.5,275.5,275.5,275.5
2018-01-09,00 - 01,269.33,266.59,266.59,266.59,266.59,266.59,266.59,266.59,271.1,271.1,271.1,266.59,266.59,266.59,266.59,266.59,266.59
2018-01-09,01 - 02,264.04,248.14,248.14,248.14,248.14,248.14,216.84,216.84,269.53,269.53,269.53,248.14,248.14,248.14,248.14,248.14,248.14
2018-01-09,02 - 03,261.19,248.24,248.24,248.24,248.24,248.24,96.06,96.06,268.35,268.35,268.35,248.24,248.24,248.24,248.24,248.24,248.24
2018-01-09,03 - 04,263.84,260.8,260.8,260.8,260.8,260.8,48.96,48.96,268.65,268.65,268.65,260.8,260.8,260.8,260.8,260.8,260.8
2018-01-09,04 - 05,266.98,267.47,267.47,267.47,267.47,267.47,90.66,90.66,269.53,269.53,269.53,267.47,267.47,267.47,267.47,267.47,267.47
2018-01-09,05 - 06,276.5,277.18,277.18,277.18,277.18,277.18,143.84,143.84,277.18,277.18,277.18,277.18,277.18,277.18,277.18,277.18,277.18
2018-01-09,06 - 07,284.54,284.44,284.44,284.44,284.44,284.44,276.4,284.44,284.44,284.44,284.44,284.44,284.44,284.44,284.44,284.44,284.44
2018-01-09,07 - 08,314.37,309.46,309.46,309.46,309.46,383.15,317.51,309.46,309.46,309.46,309.46,309.46,309.46,309.46,383.15,383.15,383.15
2018-01-09,08 - 09,324.87,319.18,319.18,319.18,319.18,383.35,319.18,319.18,319.18,319.18,319.18,319.18,319.18,318.39,383.35,383.35,383.35
2018-01-09,09 - 10,322.81,316.53,316.53,316.53,316.53,386.98,316.53,316.53,316.53,316.53,316.53,316.53,316.53,316.53,386.98,386.98,386.98
2018-01-09,10 - 11,319.77,315.25,315.25,315.25,315.25,387.37,315.25,315.25,315.25,315.25,315.25,315.25,315.25,315.25,387.37,387.37,387.37
2018-01-09,11 - 12,322.02,317.12,317.12,317.12,317.12,398.26,317.12,317.12,317.12,317.12,317.12,317.12,317.12,317.12,398.26,398.26,398.26
2018-01-09,12 - 13,317.02,314.37,314.37,314.37,314.37,391.2,314.37,314.37,314.37,314.37,314.37,314.37,314.37,314.37,391.2,391.2,391.2
2018-01-09,13 - 14,314.47,312.02,312.02,312.02,312.02,392.47,312.02,312.02,312.02,312.02,312.02,312.02,312.02,312.02,392.47,392.47,392.47
2018-01-09,14 - 15,312.11,308.78,308.78,308.78,308.78,388.84,308.78,308.78,308.78,308.78,308.78,308.78,308.78,308.78,388.84,388.84,388.84
2018-01-09,15 - 16,313.09,308.09,308.09,308.09,308.09,399.34,308.09,308.09,308.09,308.09,308.09,308.09,308.09,308.09,399.34,399.34,399.34
2018-01-09,16 - 17,324.38,316.43,316.43,316.43,316.43,413.76,316.43,316.43,316.43,316.43,316.43,316.43,316.43,316.43,413.76,413.76,413.76
2018-01-09,17 - 18,333.5,322.51,322.51,322.51,322.51,414.16,322.51,322.51,322.51,322.51,322.51,322.51,322.51,322.51,414.16,414.16,414.16
2018-01-09,18 - 19,326.54,318.29,318.29,318.29,318.29,412.98,318.29,318.29,318.29,318.29,318.29,318.29,318.29,318.29,412.98,412.98,412.98
2018-01-09,19 - 20,310.54,309.07,309.07,309.07,309.07,309.07,309.07,309.07,309.07,309.07,309.07,309.07,309.07,309.07,309.07,309.07,309.07
2018-01-09,20 - 21,301.52,300.14,300.14,300.14,300.14,300.14,300.14,300.14,300.14,300.14,300.14,300.14,300.14,300.14,300.14,300.14,300.14
2018-01-09,21 - 22,296.41,295.83,295.83,295.83,295.83,295.83,295.83,295.83,295.83,295.83,295.83,295.83,295.83,295.83,295.83,295.83,295.83
2018-01-09,22 - 23,287.39,286.8,286.8,286.8,286.8,286.8,286.8,286.8,286.8,286.8,286.8,286.8,286.8,286.8,286.8,286.8,286.8
2018-01-09,23 - 00,280.62,280.23,280.23,280.23,280.23,280.23,280.23,280.23,280.23,280.23,280.23,280.23,280.23,280.23,280.23,280.23,280.23
2018-01-10,00 - 01,283.52,283.72,283.72,283.72,283.72,283.72,283.72,283.72,283.72,283.72,283.72,283.72,283.72,283.72,283.72,283.72,283.72
2018-01-10,01 - 02,277.82,278.12,278.12,278.12,278.12,278.12,278.12,278.12,278.12,278.12,278.12,278.12,278.12,278.12,278.12,278.12,278.12
2018-01-10,02 - 03,275.17,274.68,274.68,274.68,274.68,274.68,274.68,274.68,274.68,274.68,274.68,274.68,274.68,274.68,274.68,274.68,274.68
2018-01-10,03 - 04,272.12,270.94,270.94,270.94,270.94,270.94,264.46,264.46,273.3,273.3,273.3,270.94,270.94,270.94,270.94,270.94,270.94
2018-01-10,04 - 05,276.55,275.56,275.56,275.56,275.56,275.56,261.71,268.98,278.31,278.31,278.31,275.56,275.56,275.56,275.56,275.56,275.56
2018-01-10,05 - 06,296.1,296.5,296.5,296.5,296.5,296.5,303.77,296.5,296.5,296.5,296.5,296.5,296.5,296.5,296.5,296.5,296.5
2018-01-10,06 - 07,332.96,329.61,329.61,329.61,329.61,359.88,342.68,342.68,324.5,324.5,324.5,324.5,324.5,324.5,359.88,359.88,359.88
2018-01-10,07 - 08,432.51,432.51,432.51,432.51,432.51,432.51,432.51,432.51,432.51,432.51,432.51,432.51,432.51,432.51,432.51,432.51,432.51
2018-01-10,08 - 09,471.52,471.52,471.52,471.52,471.52,471.52,471.52,471.52,471.52,471.52,471.52,471.52,471.52,471.52,471.52,471.52,471.52
2018-01-10,09 - 10,471.52,471.52,471.52,471.52,471.52,471.52,471.52,471.52,471.52,471.52,471.52,471.52,471.52,471.52,471.52,471.52,471.52
2018-01-10,10 - 11,472.11,472.11,472.11,472.11,472.11,472.11,472.11,472.11,472.11,472.11,472.11,472.11,472.11,472.11,472.11,472.11,472.11
2018-01-10,11 - 12,469.56,469.56,469.56,469.56,469.56,469.56,469.56,469.56,469.56,469.56,469.56,469.56,469.56,469.56,469.56,469.56,469.56
2018-01-10,12 - 13,462.78,462.78,462.78,462.78,462.78,462.78,462.78,462.78,462.78,462.78,462.78,462.78,462.78,462.78,462.78,462.78,462.78
2018-01-10,13 - 14,433.2,433.88,433.88,433.88,433.88,433.88,433.88,433.88,433.88,433.88,433.88,433.88,433.88,433.88,433.88,433.88,433.88
2018-01-10,14 - 15,450.89,451.77,451.77,451.77,451.77,452.26,451.77,451.77,448.04,448.04,448.04,448.04,448.04,448.04,452.26,452.26,452.26
2018-01-10,15 - 16,464.35,460.22,460.22,460.22,460.22,472.01,460.22,460.22,456.49,456.49,456.49,456.49,456.49,456.49,472.01,472.01,472.01
2018-01-10,16 - 17,480.66,480.56,480.56,480.56,480.56,480.56,480.56,480.56,480.56,480.56,480.56,480.56,480.56,480.56,480.56,480.56,480.56
2018-01-10,17 - 18,511.32,510.05,510.05,510.05,510.05,510.05,510.05,510.05,510.05,510.05,510.05,510.05,510.05,510.05,510.05,510.05,510.05
2018-01-10,18 - 19,515.26,517.81,517.81,517.81,517.81,517.81,517.81,517.81,501.2,501.2,501.2,501.2,501.2,501.2,517.81,517.81,517.81
2018-01-10,19 - 20,441.75,441.65,441.65,441.65,441.65,441.65,482.53,482.53,441.65,441.65,441.65,441.65,441.65,441.65,441.65,441.65,441.65
2018-01-10,20 - 21,391.33,390.35,390.35,390.35,390.35,390.35,393.1,393.1,390.35,390.35,390.35,390.35,390.35,390.35,390.35,390.35,390.35
2018-01-10,21 - 22,352.02,351.92,351.92,351.92,351.92,351.92,351.92,351.92,351.92,351.92,351.92,351.92,351.92,351.92,351.92,351.92,351.92
2018-01-10,22 - 23,314.28,313.69,313.69,313.69,313.69,313.69,326.67,326.67,313.69,313.69,313.69,313.69,313.69,313.69,313.69,313.69,313.69
2018-01-10,23 - 00,298.46,298.17,298.17,298.17,298.17,298.17,332.76,332.76,298.17,298.17,298.17,298.17,298.17,298.17,298.17,298.17,298.17
2018-01-11,00 - 01,304.48,304.58,304.58,304.58,304.58,304.58,304.58,304.58,304.58,304.58,304.58,304.58,304.58,304.58,304.58,304.58,304.58
2018-01-11,01 - 02,294.95,294.95,294.95,294.95,294.95,294.95,294.95,294.95,294.95,294.95,294.95,294.95,294.95,294.95,294.95,294.95,294.95
2018-01-11,02 - 03,293.18,293.28,293.28,293.28,293.28,293.28,293.28,293.28,293.28,293.28,293.28,293.28,293.28,293.28,293.28,293.28,293.28
2018-01-11,03 - 04,294.36,294.36,294.36,294.36,294.36,294.36,294.36,294.36,294.36,294.36,294.36,294.36,294.36,294.36,294.36,294.36,294.36
2018-01-11,04 - 05,303.01,303.99,303.99,303.99,303.99,303.99,303.99,303.99,303.99,303.99,303.99,298.68,298.68,298.68,303.99,303.99,303.99
2018-01-11,05 - 06,321.86,326.48,326.48,326.48,326.48,326.48,326.48,326.48,326.48,326.48,326.48,304.38,304.38,304.38,326.48,326.48,326.48
2018-01-11,06 - 07,351.92,364.1,364.1,364.1,387.38,387.38,407.61,407.61,364.1,364.1,364.1,329.82,329.82,329.82,387.38,387.38,387.38
2018-01-11,07 - 08,493.16,504.55,504.55,504.55,504.55,504.55,504.55,504.55,504.55,504.55,504.55,504.55,504.55,405.55,504.55,504.55,504.55
2018-01-11,08 - 09,542.56,546.59,546.59,546.59,546.59,546.59,546.59,546.59,546.59,546.59,546.59,546.59,546.59,406.04,546.59,546.59,546.59
2018-01-11,09 - 10,548.26,541.28,541.28,541.28,541.28,541.28,541.28,541.28,541.28,541.28,541.28,541.28,541.28,541.28,541.28,541.28,541.28
2018-01-11,10 - 11,542.27,541.48,541.48,541.48,541.48,541.48,541.48,541.48,541.48,541.48,541.48,541.48,541.48,541.48,541.48,541.48,541.48
2018-01-11,11 - 12,537.26,535.98,535.98,535.98,535.98,535.98,535.98,535.98,535.98,535.98,535.98,535.98,535.98,407.02,535.98,535.98,535.98
2018-01-11,12 - 13,496.69,519.19,519.19,519.19,519.19,519.19,519.19,519.19,519.19,519.19,519.19,519.19,519.19,405.45,519.19,519.19,519.19
2018-01-11,13 - 14,460.16,460.35,460.35,460.35,460.35,460.35,460.35,460.35,460.35,460.35,460.35,460.35,460.35,405.64,460.35,460.35,460.35
2018-01-11,14 - 15,486.28,490.21,490.21,490.21,490.21,490.21,490.21,490.21,490.21,490.21,490.21,490.21,490.21,405.55,490.21,490.21,490.21
2018-01-11,15 - 16,500.03,513.49,513.49,513.49,513.49,513.49,513.49,513.49,513.49,513.49,513.49,513.49,513.49,374.12,513.49,513.49,513.49
2018-01-11,16 - 17,527.34,538.34,538.34,538.34,538.34,538.34,538.34,538.34,538.34,538.34,538.34,538.34,538.34,405.35,538.34,538.34,538.34
2018-01-11,17 - 18,505.14,553.76,553.76,553.76,553.76,553.76,553.76,553.76,553.76,553.76,553.76,553.76,553.76,368.32,553.76,553.76,553.76
2018-01-11,18 - 19,496.01,548.75,548.75,551.01,551.01,551.01,551.01,551.01,551.01,551.01,551.01,548.75,548.75,346.32,551.01,551.01,551.01
2018-01-11,19 - 20,392.29,393.47,393.47,393.47,393.47,393.47,396.31,396.31,393.47,393.47,393.47,393.47,393.47,331.1,393.47,393.47,393.47
2018-01-11,20 - 21,347.7,345.14,345.14,345.14,345.14,345.14,392.48,392.48,345.14,345.14,345.14,345.14,345.14,327.36,345.14,345.14,345.14
2018-01-11,21 - 22,332.96,325.5,325.5,325.5,325.5,325.5,334.04,334.04,325.5,325.5,325.5,325.5,325.5,315.97,325.5,325.5,325.5
2018-01-11,22 - 23,306.64,304.97,304.97,304.97,304.97,304.97,393.86,393.86,304.97,304.97,304.97,304.97,304.97,304.97,304.97,304.97,304.97
2018-01-11,23 - 00,295.15,295.25,295.25,295.25,295.25,295.25,295.25,295.25,295.25,295.25,295.25,295.25,295.25,295.25,295.25,295.25,295.25
2018-01-12,00 - 01,293.99,293.51,293.51,293.51,293.51,293.51,293.51,293.51,293.51,293.51,293.51,293.51,293.51,293.11,293.51,293.51,293.51
2018-01-12,01 - 02,288.71,287.83,287.83,287.83,287.83,287.83,287.83,287.83,287.83,287.83,287.83,287.83,287.83,287.83,287.83,287.83,287.83
2018-01-12,02 - 03,286.56,285.68,285.68,285.68,285.68,285.68,285.68,285.68,285.68,285.68,285.68,285.68,285.68,285.68,285.68,285.68,285.68
2018-01-12,03 - 04,286.36,285.48,285.48,285.48,285.48,285.48,285.48,285.48,285.48,285.48,285.48,285.48,285.48,285.48,285.48,285.48,285.48
2018-01-12,04 - 05,290.67,289.59,289.59,289.59,289.59,289.59,289.59,289.59,289.59,289.59,289.59,289.59,289.59,289.59,289.59,289.59,289.59
2018-01-12,05 - 06,305.44,305.44,305.44,305.44,305.44,305.44,305.44,305.44,305.44,305.44,305.44,305.44,305.44,290.96,305.44,305.44,305.44
2018-01-12,06 - 07,328.33,325.01,325.01,325.01,325.01,376.86,325.01,325.01,325.01,325.01,325.01,325.01,325.01,293.41,376.86,376.86,376.86
2018-01-12,07 - 08,432.14,432.33,432.33,432.33,432.33,458.06,432.33,432.33,432.33,432.33,432.33,432.33,432.33,304.36,458.06,458.06,458.06
2018-01-12,08 - 09,460.41,460.61,460.61,460.61,460.61,460.61,460.61,460.61,460.61,460.61,460.61,460.61,460.61,305.64,460.61,460.61,460.61
2018-01-12,09 - 10,434.09,433.9,433.9,433.9,433.9,433.9,433.9,433.9,433.9,433.9,433.9,433.9,433.9,308.08,433.9,433.9,433.9
2018-01-12,10 - 11,426.27,426.27,426.27,426.27,426.27,426.27,426.27,426.27,426.27,426.27,426.27,426.27,426.27,306.52,426.27,426.27,426.27
2018-01-12,11 - 12,414.53,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,305.44,425.0,425.0,425.0
2018-01-12,12 - 13,384.3,387.23,387.23,387.23,387.23,387.23,387.23,387.23,387.23,387.23,387.23,387.23,387.23,304.76,387.23,387.23,387.23
2018-01-12,13 - 14,365.9,368.15,368.15,368.15,368.15,368.15,368.15,368.15,368.15,368.15,368.15,368.15,368.15,304.46,368.15,368.15,368.15
2018-01-12,14 - 15,359.64,359.35,359.35,359.35,359.35,392.42,359.35,359.35,359.35,359.35,359.35,359.35,359.35,298.4,392.42,392.42,392.42
2018-01-12,15 - 16,359.64,344.38,344.38,344.38,344.38,424.11,344.38,344.38,344.38,344.38,344.38,344.38,344.38,299.47,424.11,424.11,424.11
2018-01-12,16 - 17,399.75,387.04,387.04,387.04,431.16,431.16,387.04,431.16,387.04,387.04,387.04,387.04,387.04,295.76,431.16,431.16,431.16
2018-01-12,17 - 18,411.69,401.61,401.61,401.61,448.96,448.96,401.61,448.96,401.61,401.61,401.61,401.61,401.61,295.07,448.96,448.96,448.96
2018-01-12,18 - 19,391.63,376.47,376.47,376.47,425.88,425.88,376.47,425.88,376.47,376.47,376.47,376.47,376.47,299.08,425.88,425.88,425.88
2018-01-12,19 - 20,322.66,323.93,323.93,323.93,323.93,323.93,323.93,323.93,323.93,323.93,323.93,323.93,323.93,295.46,323.93,323.93,323.93
2018-01-12,20 - 21,308.67,308.77,308.77,308.77,308.77,308.77,308.77,308.77,308.77,308.77,308.77,308.77,308.77,293.9,308.77,308.77,308.77
2018-01-12,21 - 22,306.32,307.69,307.69,307.69,307.69,307.69,307.69,307.69,307.69,307.69,307.69,307.69,307.69,292.62,307.69,307.69,307.69
2018-01-12,22 - 23,296.64,297.03,297.03,297.03,297.03,297.03,297.03,297.03,297.03,297.03,297.03,297.03,297.03,297.03,297.03,297.03,297.03
2018-01-12,23 - 00,288.91,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0
2018-01-13,00 - 01,296.14,296.83,296.83,296.83,296.83,296.83,296.83,296.83,296.83,296.83,296.83,296.83,296.83,294.27,296.83,296.83,296.83
2018-01-13,01 - 02,291.71,291.71,291.71,291.71,291.71,291.71,291.71,291.71,291.71,291.71,291.71,291.71,291.71,291.71,291.71,291.71,291.71
2018-01-13,02 - 03,287.08,287.08,287.08,287.08,287.08,287.08,287.08,287.08,287.08,287.08,287.08,287.08,287.08,287.08,287.08,287.08,287.08
2018-01-13,03 - 04,284.82,284.82,284.82,284.82,284.82,284.82,284.82,284.82,284.82,284.82,284.82,284.82,284.82,284.82,284.82,284.82,284.82
2018-01-13,04 - 05,283.44,283.44,283.44,283.44,283.44,283.44,283.44,283.44,283.44,283.44,283.44,283.44,283.44,283.44,283.44,283.44,283.44
2018-01-13,05 - 06,285.31,285.31,285.31,285.31,285.31,285.31,285.31,285.31,285.31,285.31,285.31,285.31,285.31,285.31,285.31,285.31,285.31
2018-01-13,06 - 07,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95,288.95
2018-01-13,07 - 08,297.12,298.11,298.11,298.11,298.11,298.11,298.11,298.11,298.11,298.11,298.11,298.11,298.11,294.27,298.11,298.11,298.11
2018-01-13,08 - 09,303.32,303.72,303.72,303.72,303.72,309.92,303.72,303.72,303.72,303.72,303.72,303.72,303.72,295.25,309.92,309.92,309.92
2018-01-13,09 - 10,308.94,310.22,310.22,310.22,310.22,318.58,310.22,310.22,310.22,310.22,310.22,310.22,310.22,295.94,318.58,318.58,318.58
2018-01-13,10 - 11,313.46,313.17,313.17,313.17,313.17,367.02,313.17,313.17,313.17,313.17,313.17,313.17,313.17,298.3,367.02,367.02,367.02
2018-01-13,11 - 12,314.25,313.96,313.96,313.96,313.96,368.6,313.96,313.96,313.96,313.96,313.96,313.96,313.96,299.29,368.6,368.6,368.6
2018-01-13,12 - 13,313.96,313.86,313.86,313.86,313.86,350.58,313.86,313.86,313.86,313.86,313.86,313.86,313.86,299.98,350.58,350.58,350.58
2018-01-13,13 - 14,312.38,313.56,313.56,313.56,313.56,314.45,313.56,313.56,313.56,313.56,313.56,313.56,313.56,300.47,314.45,314.45,314.45
2018-01-13,14 - 15,309.03,309.03,309.03,309.03,309.03,336.9,309.03,309.03,309.03,309.03,309.03,309.03,309.03,299.88,336.9,336.9,336.9
2018-01-13,15 - 16,310.22,308.44,308.44,308.44,308.44,376.97,308.44,308.44,308.44,308.44,308.44,308.44,308.44,299.78,376.97,376.97,376.97
2018-01-13,16 - 17,334.83,333.94,333.94,333.94,333.94,406.01,333.94,333.94,333.94,333.94,333.94,333.94,333.94,298.99,406.01,406.01,406.01
2018-01-13,17 - 18,368.7,373.72,373.72,373.72,373.72,373.72,373.72,373.72,373.72,373.72,373.72,373.72,373.72,298.99,373.72,373.72,373.72
2018-01-13,18 - 19,344.77,361.41,361.41,361.41,361.41,361.41,361.41,361.41,361.41,361.41,361.41,361.41,361.41,298.7,361.41,361.41,361.41
2018-01-13,19 - 20,314.45,315.73,315.73,315.73,315.73,315.73,315.73,315.73,315.73,315.73,315.73,315.73,315.73,297.91,315.73,315.73,315.73
2018-01-13,20 - 21,300.76,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16,301.16,296.24,301.16,301.16,301.16
2018-01-13,21 - 22,293.28,293.38,293.38,293.38,293.38,293.38,293.38,293.38,293.38,293.38,293.38,293.38,293.38,293.38,293.38,293.38,293.38
2018-01-13,22 - 23,288.75,288.85,288.85,288.85,288.85,288.85,288.85,288.85,288.85,288.85,288.85,288.85,288.85,288.85,288.85,288.85,288.85
2018-01-13,23 - 00,283.44,283.54,283.54,283.54,283.54,283.54,283.54,283.54,283.54,283.54,283.54,283.54,283.54,283.54,283.54,283.54,283.54
2018-01-14,00 - 01,283.62,284.31,284.31,284.31,284.31,284.31,228.73,228.73,284.31,284.31,284.31,284.31,284.31,284.31,284.31,284.31,284.31
2018-01-14,01 - 02,279.39,279.79,279.79,279.79,279.79,279.79,244.08,244.08,279.79,279.79,279.79,279.79,279.79,279.79,279.79,279.79,279.79
2018-01-14,02 - 03,276.93,276.05,276.05,276.05,276.05,276.05,245.45,245.45,279.0,279.0,279.0,276.05,276.05,276.05,276.05,276.05,276.05
2018-01-14,03 - 04,275.85,275.16,275.16,275.16,275.16,275.16,255.68,255.68,277.92,277.92,277.92,275.16,275.16,275.16,275.16,275.16,275.16
2018-01-14,04 - 05,273.88,274.18,274.18,274.18,274.18,274.18,248.99,248.99,274.18,274.18,274.18,274.18,274.18,274.18,274.18,274.18,274.18
2018-01-14,05 - 06,275.46,275.56,275.56,275.56,275.56,275.56,263.36,263.36,275.56,275.56,275.56,275.56,275.56,275.56,275.56,275.56,275.56
2018-01-14,06 - 07,278.8,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9,278.9
2018-01-14,07 - 08,280.87,280.87,280.87,280.87,280.87,280.87,280.87,280.87,280.87,280.87,280.87,280.87,280.87,280.87,280.87,280.87,280.87
2018-01-14,08 - 09,283.62,283.62,283.62,283.62,283.62,283.62,283.62,283.62,283.62,283.62,283.62,283.62,283.62,283.62,283.62,283.62,283.62
2018-01-14,09 - 10,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33,289.33
2018-01-14,10 - 11,292.58,292.58,292.58,292.58,292.58,292.58,292.58,292.58,292.58,292.58,292.58,292.58,292.58,292.58,292.58,292.58,292.58
2018-01-14,11 - 12,296.41,296.41,296.41,296.41,296.41,296.41,296.41,296.41,296.41,296.41,296.41,296.41,296.41,296.41,296.41,296.41,296.41
2018-01-14,12 - 13,293.26,293.26,293.26,293.26,293.26,293.26,293.26,293.26,293.26,293.26,293.26,293.26,293.26,293.26,293.26,293.26,293.26
2018-01-14,13 - 14,289.62,289.62,289.62,289.62,289.62,289.62,289.62,289.62,289.62,289.62,289.62,289.62,289.62,289.62,289.62,289.62,289.62
2018-01-14,14 - 15,294.54,294.54,294.54,294.54,294.54,294.54,294.54,294.54,294.54,294.54,294.54,294.54,294.54,294.54,294.54,294.54,294.54
2018-01-14,15 - 16,308.02,308.12,308.12,308.12,308.12,308.12,308.12,308.12,308.12,308.12,308.12,308.12,308.12,305.37,308.12,308.12,308.12
2018-01-14,16 - 17,326.91,327.3,327.3,327.3,334.19,327.3,327.3,334.19,327.3,327.3,327.3,327.3,327.3,305.46,327.3,334.19,334.19
2018-01-14,17 - 18,333.5,334.29,334.29,334.29,364.79,334.29,334.29,364.79,334.29,334.29,334.29,334.29,334.29,305.17,334.29,364.79,364.79
2018-01-14,18 - 19,321.6,319.73,319.73,319.73,357.41,319.73,319.73,357.41,319.73,319.73,319.73,319.73,319.73,304.87,319.73,357.41,357.41
2018-01-14,19 - 20,308.42,308.71,308.71,308.71,328.39,308.71,308.71,328.39,308.71,308.71,308.71,308.71,308.71,304.48,308.71,328.39,328.39
2018-01-14,20 - 21,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,348.45,348.45
2018-01-14,21 - 22,292.08,292.08,292.08,292.08,292.08,292.08,292.08,292.08,292.08,292.08,292.08,292.08,292.08,292.08,292.08,292.08,292.08
2018-01-14,22 - 23,288.54,288.54,288.54,288.54,288.54,288.54,288.54,288.54,288.54,288.54,288.54,288.54,288.54,288.54,288.54,288.54,288.54
2018-01-14,23 - 00,283.53,283.53,283.53,283.53,283.53,283.53,283.53,283.53,283.53,283.53,283.53,283.53,283.53,283.53,283.53,283.53,283.53
2018-01-15,00 - 01,269.65,264.64,264.64,264.64,264.64,264.64,227.75,264.64,280.57,280.57,280.57,264.64,264.64,264.64,264.64,264.64,264.64
2018-01-15,01 - 02,262.96,242.11,242.11,242.11,242.11,242.11,236.3,236.3,276.74,276.74,276.74,260.8,260.8,260.8,242.11,242.11,242.11
2018-01-15,02 - 03,261.1,227.25,227.25,227.25,227.25,227.25,227.25,227.25,276.54,276.54,276.54,258.05,258.05,258.05,227.25,227.25,227.25
2018-01-15,03 - 04,260.01,205.51,205.51,205.51,205.51,205.51,199.61,199.61,275.85,275.85,275.85,256.67,256.67,256.67,205.51,205.51,205.51
2018-01-15,04 - 05,268.67,267.1,267.1,267.1,267.1,267.1,224.4,224.4,274.18,274.18,274.18,267.1,267.1,267.1,267.1,267.1,267.1
2018-01-15,05 - 06,281.75,282.74,282.74,282.74,282.74,282.74,247.62,282.74,282.74,282.74,282.74,282.74,282.74,282.74,282.74,282.74,282.74
