,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,ELE,LV,LT
2013-02-24,00 - 01,315.36,312.57,312.57,312.57,312.57,312.57,246.96,246.96,329.31,329.31,329.31,312.57,312.57,312.57,312.57,312.57,161.06,161.06
2013-02-24,01 - 02,312.83,311.05,311.05,311.05,311.05,311.05,235.04,235.04,325.93,325.93,325.93,311.05,311.05,311.05,311.05,311.05,127.41,127.41
2013-02-24,02 - 03,310.71,309.45,309.45,309.45,309.45,309.45,248.4,248.4,322.04,322.04,322.04,309.45,309.45,309.45,309.45,309.45,127.33,127.33
2013-02-24,03 - 04,309.61,308.09,308.09,308.09,308.09,308.09,244.26,244.26,320.61,320.61,320.61,308.09,308.09,308.09,308.09,308.09,127.33,127.33
2013-02-24,04 - 05,309.53,309.19,309.19,309.19,309.19,309.19,240.12,240.12,317.39,317.39,317.39,309.19,309.19,309.19,309.19,309.19,127.24,127.24
2013-02-24,05 - 06,310.29,311.31,311.31,311.31,311.31,311.31,220.5,220.5,318.83,318.83,318.83,311.31,311.31,311.31,311.31,311.31,119.04,119.04
2013-02-24,06 - 07,308.94,308.18,308.18,308.18,308.18,308.18,202.24,202.24,321.79,321.79,321.79,308.18,308.18,308.18,308.18,308.18,125.55,125.55
2013-02-24,07 - 08,308.6,306.4,306.4,306.4,306.4,306.4,208.33,208.33,320.44,320.44,320.44,306.4,306.4,306.4,306.4,306.4,202.41,202.41
2013-02-24,08 - 09,309.36,303.36,303.36,303.36,303.36,303.36,242.82,242.82,312.66,312.66,312.66,313.08,313.08,313.08,333.8,333.8,338.7,338.7
2013-02-24,09 - 10,312.66,303.95,303.95,303.95,303.95,303.95,296.43,296.43,325.09,325.09,325.09,313.67,313.67,313.67,355.95,355.95,338.87,338.87
2013-02-24,10 - 11,321.2,319.42,319.42,319.42,319.42,319.42,319.42,319.42,328.3,328.3,328.3,319.42,319.42,319.42,372.52,372.52,339.04,339.04
2013-02-24,11 - 12,328.47,329.82,329.82,329.82,329.82,329.82,329.82,329.82,329.82,329.82,329.82,329.82,329.82,322.38,372.26,372.26,371.17,371.17
2013-02-24,12 - 13,326.36,327.71,327.71,327.71,327.71,327.71,327.71,327.71,327.71,327.71,327.71,327.71,327.71,322.38,372.26,372.26,371.17,371.17
2013-02-24,13 - 14,313.25,309.19,309.19,309.19,309.19,309.19,309.19,309.19,322.64,322.64,322.64,313.93,313.93,313.93,372.18,372.18,338.87,338.87
2013-02-24,14 - 15,311.56,299.05,299.05,299.05,299.05,299.05,275.03,275.03,321.79,321.79,321.79,314.6,314.6,314.6,372.1,372.1,338.87,338.87
2013-02-24,15 - 16,311.05,297.44,297.44,297.44,297.44,297.44,274.19,274.19,321.03,321.03,321.03,314.69,314.69,314.69,372.26,372.26,338.95,338.95
2013-02-24,16 - 17,313.42,309.78,309.78,309.78,309.78,309.78,273.01,273.01,322.21,322.21,322.21,314.69,314.69,314.69,393.32,393.32,371.17,371.17
2013-02-24,17 - 18,330.84,331.34,331.34,331.34,331.34,331.34,331.34,331.34,331.34,331.34,331.34,331.34,331.34,324.33,430.69,430.69,338.95,338.95
2013-02-24,18 - 19,341.15,341.07,341.07,341.07,341.07,341.07,341.07,341.07,341.07,341.07,341.07,341.07,341.07,341.07,430.69,430.69,338.95,338.95
2013-02-24,19 - 20,340.39,340.31,340.31,340.31,340.31,340.31,340.31,340.31,340.31,340.31,340.31,340.31,340.31,340.31,372.18,372.18,338.87,338.87
2013-02-24,20 - 21,333.96,333.96,333.96,333.96,333.96,333.96,333.96,333.96,333.96,333.96,333.96,333.96,333.96,333.96,355.61,355.61,338.61,338.61
2013-02-24,21 - 22,330.08,327.2,327.2,327.2,327.2,327.2,327.2,327.2,333.63,333.63,333.63,327.2,327.2,327.2,327.2,327.2,287.72,287.72
2013-02-24,22 - 23,327.71,321.87,321.87,321.87,321.87,321.87,321.87,321.87,332.36,332.36,332.36,321.87,321.87,321.87,321.87,321.87,126.57,126.57
2013-02-24,23 - 00,317.14,311.98,311.98,311.98,311.98,311.98,311.98,311.98,330.33,330.33,330.33,311.98,311.98,311.98,311.98,311.98,254.24,254.24
2013-02-25,00 - 01,313.0,304.63,304.63,304.63,304.63,304.63,297.27,297.27,331.26,331.26,331.26,304.63,304.63,304.63,304.63,304.63,126.82,126.82
2013-02-25,01 - 02,311.73,301.75,301.75,301.75,301.75,301.75,287.21,287.21,330.33,330.33,330.33,301.75,301.75,301.75,301.75,301.75,337.43,337.43
2013-02-25,02 - 03,312.07,303.19,303.19,303.19,303.19,303.19,271.15,271.15,330.92,330.92,330.92,303.19,303.19,303.19,292.28,292.28,337.43,337.43
2013-02-25,03 - 04,315.62,310.63,310.63,310.63,310.63,310.63,271.31,271.31,331.01,331.01,331.01,310.63,310.63,310.63,295.58,295.58,237.5,237.5
2013-02-25,04 - 05,320.18,315.28,315.28,315.28,315.28,315.28,266.66,266.66,331.34,331.34,331.34,315.28,315.28,315.28,315.28,315.28,337.43,337.43
2013-02-25,05 - 06,331.01,331.94,331.94,331.94,331.94,331.94,321.79,327.54,331.94,331.94,331.94,331.94,331.94,331.94,331.94,331.94,337.94,337.94
2013-02-25,06 - 07,343.35,343.43,343.43,343.43,343.43,343.43,332.44,343.43,343.43,343.43,343.43,343.43,343.43,343.43,343.43,343.43,337.94,337.94
2013-02-25,07 - 08,349.52,349.52,349.52,349.52,349.52,349.52,349.52,349.52,349.52,349.52,349.52,349.52,349.52,349.52,349.52,349.52,371.84,371.84
2013-02-25,08 - 09,353.16,353.16,353.16,353.16,353.16,353.16,353.16,353.16,353.16,353.16,353.16,353.16,353.16,353.16,353.16,353.16,371.84,371.84
2013-02-25,09 - 10,351.89,351.89,351.89,351.89,351.89,351.89,351.89,351.89,351.89,351.89,351.89,351.89,351.89,351.89,351.89,351.89,371.84,371.84
2013-02-25,10 - 11,350.11,350.11,350.11,350.11,350.11,350.11,350.11,350.11,350.11,350.11,350.11,350.11,350.11,350.11,350.11,350.11,371.84,371.84
2013-02-25,11 - 12,347.49,347.49,347.49,347.49,347.49,347.49,347.49,347.49,347.49,347.49,347.49,347.49,347.49,347.49,347.49,347.49,371.76,371.76
2013-02-25,12 - 13,345.72,345.72,345.72,345.72,345.72,345.72,345.72,345.72,345.72,345.72,345.72,345.72,345.72,345.72,345.72,345.72,371.84,371.84
2013-02-25,13 - 14,344.36,344.36,344.36,344.36,344.36,344.36,344.36,344.36,344.36,344.36,344.36,344.36,344.36,344.36,344.36,344.36,371.76,371.76
2013-02-25,14 - 15,343.1,343.1,343.1,343.1,343.1,343.1,343.1,343.1,343.1,343.1,343.1,343.1,343.1,343.1,343.1,343.1,371.76,371.76
2013-02-25,15 - 16,342.25,342.25,342.25,342.25,342.25,342.25,342.25,342.25,342.25,342.25,342.25,342.25,342.25,342.25,342.25,342.25,371.76,371.76
2013-02-25,16 - 17,343.69,343.6,343.6,343.6,343.6,343.6,343.6,343.6,343.6,343.6,343.6,343.6,343.6,343.6,343.6,343.6,371.76,371.76
2013-02-25,17 - 18,350.71,350.71,350.71,350.71,350.71,350.71,350.71,474.91,350.71,350.71,350.71,350.71,350.71,350.71,372.1,372.1,371.84,371.84
2013-02-25,18 - 19,352.48,352.31,352.31,352.31,352.31,352.31,352.31,475.08,352.31,352.31,352.31,352.31,352.31,352.31,355.69,355.69,371.84,371.84
2013-02-25,19 - 20,348.17,348.17,348.17,348.17,348.17,348.17,348.17,348.17,348.17,348.17,348.17,348.17,348.17,348.17,348.17,348.17,371.76,371.76
2013-02-25,20 - 21,342.42,342.42,342.42,342.42,342.42,342.42,342.42,342.42,342.42,342.42,342.42,342.42,342.42,342.42,342.42,342.42,371.76,371.76
2013-02-25,21 - 22,338.78,338.78,338.78,338.78,338.78,338.78,338.78,338.78,338.78,338.78,338.78,338.78,338.78,338.78,338.78,338.78,337.85,337.85
2013-02-25,22 - 23,333.29,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.37,333.37,333.37,333.2,333.2,333.2,333.2,333.2,337.68,337.68
2013-02-25,23 - 00,320.78,313.0,313.0,313.0,313.0,313.0,312.15,313.0,332.36,332.36,332.36,313.0,313.0,313.0,313.0,313.0,337.6,337.6
2013-02-26,00 - 01,321.65,317.33,317.33,317.33,317.33,317.33,317.33,317.33,331.72,331.72,331.72,317.33,317.33,317.33,317.33,317.33,338.23,338.23
2013-02-26,01 - 02,316.4,310.91,310.91,310.91,310.91,310.91,309.21,310.91,330.62,330.62,330.62,310.91,310.91,310.91,310.91,310.91,338.23,338.23
2013-02-26,02 - 03,313.1,306.25,306.25,306.25,306.25,306.25,298.89,306.25,327.15,327.15,327.15,306.25,306.25,306.25,306.25,306.25,338.15,338.15
2013-02-26,03 - 04,316.83,314.12,314.12,314.12,314.12,314.12,306.59,314.12,325.96,325.96,325.96,314.12,314.12,314.12,314.12,314.12,338.15,338.15
2013-02-26,04 - 05,324.95,324.44,324.44,324.44,324.44,324.44,320.97,324.44,328.16,328.16,328.16,324.44,324.44,324.44,324.44,324.44,338.15,338.15
2013-02-26,05 - 06,336.29,336.12,336.12,336.12,336.12,336.12,331.89,336.12,336.12,336.12,336.12,336.12,336.12,336.12,336.12,336.12,372.07,372.07
2013-02-26,06 - 07,348.3,348.13,348.13,348.13,348.13,348.13,321.99,348.13,348.13,348.13,348.13,348.13,348.13,348.13,348.13,348.13,372.07,372.07
2013-02-26,07 - 08,354.05,353.54,353.54,353.54,353.54,353.54,383.91,353.54,353.54,353.54,353.54,353.54,353.54,353.54,353.54,353.54,372.16,372.16
2013-02-26,08 - 09,363.1,359.63,359.63,359.63,359.63,359.63,384.17,477.23,359.63,359.63,359.63,359.63,359.63,359.63,376.55,376.55,372.16,372.16
2013-02-26,09 - 10,360.99,358.11,358.11,358.11,360.57,358.11,384.17,477.06,358.11,358.11,358.11,358.11,358.11,358.11,358.11,358.11,372.16,372.16
2013-02-26,10 - 11,355.15,353.8,353.8,353.8,365.39,353.8,383.91,476.81,353.8,353.8,353.8,353.8,353.8,353.8,353.8,353.8,372.16,372.16
2013-02-26,11 - 12,352.36,350.92,350.92,350.92,379.68,350.92,383.66,476.38,350.92,350.92,350.92,350.92,350.92,350.92,350.92,350.92,372.16,372.16
2013-02-26,12 - 13,350.92,350.16,350.16,350.16,376.89,350.16,383.32,376.89,350.16,350.16,350.16,350.16,350.16,350.16,350.16,350.16,372.16,372.16
2013-02-26,13 - 14,349.23,348.47,348.47,348.47,378.84,348.47,383.49,378.84,348.47,348.47,348.47,348.47,348.47,348.47,348.47,348.47,372.16,372.16
2013-02-26,14 - 15,348.21,347.96,347.96,347.96,350.67,347.96,347.96,350.67,347.96,347.96,347.96,347.96,347.96,347.96,347.96,347.96,372.16,372.16
2013-02-26,15 - 16,347.62,347.37,347.37,347.37,356.17,347.37,347.37,356.17,347.37,347.37,347.37,347.37,347.37,347.37,347.37,347.37,372.16,372.16
2013-02-26,16 - 17,348.04,347.96,347.96,347.96,347.96,347.96,347.96,347.96,347.96,347.96,347.96,347.96,347.96,347.96,347.96,347.96,372.24,372.24
2013-02-26,17 - 18,355.07,352.27,352.27,352.27,376.22,352.27,403.37,491.95,352.27,352.27,352.27,352.27,352.27,352.27,352.27,352.27,372.24,372.24
2013-02-26,18 - 19,355.15,352.61,352.61,352.61,375.29,352.61,402.61,647.78,352.61,352.61,352.61,352.61,352.61,352.61,352.61,352.61,372.24,372.24
2013-02-26,19 - 20,351.85,351.01,351.01,351.01,361.33,351.01,383.58,476.72,351.01,351.01,351.01,351.01,351.01,351.01,351.01,351.01,372.16,372.16
2013-02-26,20 - 21,347.96,347.71,347.71,347.71,379.52,347.71,347.71,444.57,347.71,347.71,347.71,347.71,347.71,347.71,347.71,347.71,372.16,372.16
2013-02-26,21 - 22,342.55,342.55,342.55,342.55,342.55,342.55,342.55,342.55,342.55,342.55,342.55,342.55,342.55,342.55,342.55,342.55,339.92,339.92
2013-02-26,22 - 23,334.09,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,339.42,339.42
2013-02-26,23 - 00,321.56,317.59,317.59,317.59,317.59,317.59,325.37,317.59,331.04,331.04,331.04,317.59,317.59,317.59,277.83,277.83,338.32,338.32
2013-02-27,00 - 01,331.57,328.1,328.1,328.1,328.1,328.1,333.01,328.1,333.01,333.01,333.01,328.1,328.1,328.1,328.1,328.1,337.66,337.66
2013-02-27,01 - 02,319.64,314.91,314.91,314.91,314.91,314.91,314.91,314.91,330.3,330.3,330.3,314.91,314.91,314.91,314.91,314.91,288.35,288.35
2013-02-27,02 - 03,319.98,315.84,315.84,315.84,315.84,315.84,315.84,315.84,329.62,329.62,329.62,315.84,315.84,315.84,315.84,315.84,288.35,288.35
2013-02-27,03 - 04,322.01,320.57,320.57,320.57,320.57,320.57,320.57,320.57,324.04,324.04,324.04,320.57,320.57,320.57,320.57,320.57,288.35,288.35
2013-02-27,04 - 05,331.06,330.72,330.72,330.72,330.72,330.72,330.72,330.72,330.72,330.72,330.72,330.72,330.72,330.72,330.72,330.72,338.08,338.08
2013-02-27,05 - 06,341.97,341.47,341.47,341.47,341.47,341.47,341.47,341.47,341.47,341.47,341.47,341.47,341.47,341.47,341.47,341.47,372.0,372.0
2013-02-27,06 - 07,352.21,351.78,351.78,351.78,351.78,351.78,351.78,351.78,351.78,351.78,351.78,351.78,351.78,351.78,376.48,376.48,388.92,388.92
2013-02-27,07 - 08,373.18,367.77,367.77,367.77,367.77,367.77,396.19,468.6,367.77,367.77,367.77,367.77,367.77,361.26,396.53,396.53,422.84,422.84
2013-02-27,08 - 09,390.1,379.02,379.02,379.02,379.02,379.02,396.7,508.27,379.02,379.02,379.02,379.02,379.02,379.02,409.64,409.64,422.84,422.84
2013-02-27,09 - 10,383.76,372.59,372.59,372.59,394.75,372.59,396.61,469.27,372.59,372.59,372.59,372.59,372.59,372.59,404.06,404.06,422.84,422.84
2013-02-27,10 - 11,372.09,360.41,360.41,360.41,378.85,360.41,396.45,469.44,360.41,360.41,360.41,360.41,360.41,360.41,377.08,377.08,422.75,422.75
2013-02-27,11 - 12,358.64,353.81,353.81,353.81,378.85,353.81,396.36,468.51,353.81,353.81,353.81,353.81,353.81,353.81,353.81,353.81,422.75,422.75
2013-02-27,12 - 13,353.05,351.45,351.45,351.45,378.43,351.45,377.33,468.85,351.45,351.45,351.45,351.45,351.45,351.45,376.4,376.4,422.75,422.75
2013-02-27,13 - 14,351.02,349.59,349.59,349.59,378.18,349.59,377.33,465.38,349.59,349.59,349.59,349.59,349.59,349.59,349.59,349.59,422.75,422.75
2013-02-27,14 - 15,348.74,348.23,348.23,348.23,372.85,348.23,376.57,372.85,348.23,348.23,348.23,348.23,348.23,348.23,348.23,348.23,422.75,422.75
2013-02-27,15 - 16,346.96,346.88,346.88,346.88,346.88,346.88,346.88,346.88,346.88,346.88,346.88,346.88,346.88,346.88,346.88,346.88,422.75,422.75
2013-02-27,16 - 17,347.98,347.81,347.81,347.81,347.81,347.81,347.81,347.81,347.81,347.81,347.81,347.81,347.81,347.81,347.81,347.81,422.75,422.75
2013-02-27,17 - 18,354.75,352.88,352.88,352.88,352.97,352.88,396.36,524.59,352.88,352.88,352.88,352.88,352.88,352.88,376.74,376.74,422.75,422.75
2013-02-27,18 - 19,363.2,354.49,354.49,354.49,384.01,354.49,396.45,770.31,354.49,354.49,354.49,354.49,354.49,354.49,354.49,354.49,422.75,422.75
2013-02-27,19 - 20,353.9,351.95,351.95,351.95,384.18,351.95,376.99,469.19,351.95,351.95,351.95,351.95,351.95,351.95,351.95,351.95,422.67,422.67
2013-02-27,20 - 21,347.13,347.05,347.05,347.05,348.66,347.05,347.05,348.66,347.05,347.05,347.05,347.05,347.05,347.05,347.05,347.05,388.92,388.92
2013-02-27,21 - 22,341.21,341.21,341.21,341.21,341.21,341.21,341.21,341.21,341.21,341.21,341.21,341.21,341.21,341.21,341.21,341.21,372.0,372.0
2013-02-27,22 - 23,335.21,334.19,334.19,334.19,334.19,334.19,335.88,334.19,335.88,335.88,335.88,334.19,334.19,334.19,334.19,334.19,355.0,355.0
2013-02-27,23 - 00,326.49,321.76,321.76,321.76,321.76,321.76,321.76,321.76,331.91,331.91,331.91,321.76,321.76,321.76,321.76,321.76,354.83,354.83
2013-02-28,00 - 01,322.67,316.59,316.59,316.59,316.59,316.59,316.59,316.59,330.77,330.77,330.77,316.59,316.59,316.59,287.74,287.74,320.22,320.22
2013-02-28,01 - 02,319.55,312.29,312.29,312.29,312.29,312.29,312.29,312.29,330.52,330.52,330.52,312.29,312.29,312.29,281.41,281.41,320.14,320.14
2013-02-28,02 - 03,314.48,307.57,307.57,307.57,307.57,307.57,307.57,307.57,330.35,330.35,330.35,307.57,307.57,307.57,272.63,272.63,320.05,320.05
2013-02-28,03 - 04,320.39,315.33,315.33,315.33,315.33,315.33,315.33,315.33,329.93,329.93,329.93,315.33,315.33,315.33,280.48,280.48,320.05,320.05
2013-02-28,04 - 05,324.1,324.1,324.1,324.1,324.1,324.1,295.25,324.1,325.28,325.28,325.28,324.1,324.1,324.1,324.1,324.1,320.05,320.05
2013-02-28,05 - 06,336.42,336.42,336.42,336.42,336.42,336.42,336.42,336.42,336.42,336.42,336.42,336.42,336.42,336.42,336.42,336.42,354.14,354.14
2013-02-28,06 - 07,346.8,346.97,346.97,346.97,346.97,346.97,346.97,346.97,346.97,346.97,346.97,346.97,346.97,346.97,346.97,346.97,370.93,370.93
2013-02-28,07 - 08,355.49,355.75,355.75,355.75,355.75,355.75,355.75,355.75,355.75,355.75,355.75,355.75,355.75,355.75,355.75,355.75,387.89,387.89
2013-02-28,08 - 09,368.99,362.75,362.75,362.75,389.16,362.75,362.75,471.18,362.75,362.75,362.75,362.75,362.75,362.75,375.66,375.66,387.89,387.89
2013-02-28,09 - 10,358.62,357.86,357.86,357.86,358.19,357.86,357.86,471.26,357.86,357.86,357.86,357.86,357.86,357.86,375.58,375.58,387.81,387.81
2013-02-28,10 - 11,356.34,355.24,355.24,355.24,359.71,355.24,355.24,471.09,355.24,355.24,355.24,355.24,355.24,355.24,355.24,355.24,387.73,387.73
2013-02-28,11 - 12,350.51,350.18,350.18,350.18,350.18,350.18,350.18,471.01,350.18,350.18,350.18,350.18,350.18,350.18,350.18,350.18,387.64,387.64
2013-02-28,12 - 13,345.28,345.28,345.28,345.28,345.28,345.28,345.28,441.22,345.28,345.28,345.28,345.28,345.28,345.28,345.28,345.28,387.64,387.64
2013-02-28,13 - 14,340.81,340.98,340.98,340.98,340.98,340.98,340.98,440.89,340.98,340.98,340.98,340.98,340.98,340.98,340.98,340.98,387.56,387.56
2013-02-28,14 - 15,338.45,339.21,339.21,339.21,339.21,339.21,295.08,418.95,339.21,339.21,339.21,339.21,339.21,339.21,339.21,339.21,387.56,387.56
2013-02-28,15 - 16,335.58,336.59,336.59,336.59,336.59,336.59,280.9,336.59,336.59,336.59,336.59,336.59,336.59,336.59,336.59,336.59,387.47,387.47
2013-02-28,16 - 17,335.92,337.1,337.1,337.1,337.1,337.1,270.61,337.1,337.1,337.1,337.1,337.1,337.1,337.1,337.1,337.1,387.47,387.47
2013-02-28,17 - 18,344.78,345.62,345.62,345.62,345.62,345.62,301.15,441.22,345.62,345.62,345.62,345.62,345.62,345.62,345.62,345.62,387.39,387.39
2013-02-28,18 - 19,347.05,347.14,347.14,347.14,347.14,347.14,295.33,470.84,347.14,347.14,347.14,347.14,347.14,347.14,347.14,347.14,387.47,387.47
2013-02-28,19 - 20,343.85,345.03,345.03,345.03,345.03,345.03,278.88,440.63,345.03,345.03,345.03,345.03,345.03,345.03,345.03,345.03,387.39,387.39
2013-02-28,20 - 21,338.28,337.6,337.6,337.6,337.6,337.6,337.6,337.6,337.6,337.6,337.6,337.6,337.6,337.6,337.6,337.6,355.24,355.24
2013-02-28,21 - 22,333.05,333.05,333.05,333.05,333.05,333.05,333.05,333.05,333.05,333.05,333.05,333.05,333.05,333.05,333.05,333.05,319.88,319.88
2013-02-28,22 - 23,325.2,319.97,319.97,319.97,319.97,319.97,319.97,319.97,333.39,333.39,333.39,319.97,319.97,319.97,319.97,319.97,126.57,126.57
2013-02-28,23 - 00,312.21,305.88,305.88,305.88,305.88,305.88,305.88,305.88,330.52,330.52,330.52,305.88,305.88,305.88,305.88,305.88,253.14,253.14
2013-03-01,00 - 01,317.63,311.97,311.97,311.97,311.97,311.97,311.97,311.97,331.5,331.5,331.5,311.97,311.97,311.97,261.51,261.51,254.24,254.24
2013-03-01,01 - 02,312.22,294.22,294.22,294.22,294.22,294.22,294.22,294.22,330.23,330.23,330.23,306.56,306.56,306.56,257.96,257.96,254.16,254.16
2013-03-01,02 - 03,308.25,282.3,282.3,282.3,282.3,282.3,279.43,279.43,329.72,329.72,329.72,304.53,304.53,304.53,254.41,254.41,254.07,254.07
2013-03-01,03 - 04,310.87,292.11,292.11,292.11,292.11,292.11,281.04,281.04,329.89,329.89,329.89,304.19,304.19,304.19,255.59,255.59,253.99,253.99
2013-03-01,04 - 05,317.38,312.31,312.31,312.31,312.31,312.31,312.31,312.31,328.28,328.28,328.28,312.31,312.31,312.31,271.74,271.74,320.42,320.42
2013-03-01,05 - 06,327.86,327.52,327.52,327.52,327.52,327.52,321.01,323.97,327.52,327.52,327.52,327.52,327.52,327.52,320.08,320.08,354.4,354.4
2013-03-01,06 - 07,346.37,346.46,346.46,346.46,346.46,346.46,346.46,346.46,346.46,346.46,346.46,346.46,346.46,346.46,346.46,372.15,371.31,371.31
2013-03-01,07 - 08,353.47,353.22,353.22,353.22,353.22,353.22,353.22,353.22,353.22,353.22,353.22,353.22,353.22,353.22,353.22,376.8,388.38,388.38
2013-03-01,08 - 09,364.8,360.23,360.23,360.23,360.23,360.23,419.4,419.4,360.23,360.23,360.23,360.23,360.23,360.23,360.23,376.97,388.46,388.46
2013-03-01,09 - 10,362.94,359.22,359.22,359.22,359.22,359.22,421.09,440.61,359.22,359.22,359.22,359.22,359.22,359.22,359.22,376.97,388.38,388.38
2013-03-01,10 - 11,359.73,355.84,355.84,355.84,355.84,355.84,421.43,440.7,355.84,355.84,355.84,355.84,355.84,355.84,355.84,376.88,388.29,388.29
2013-03-01,11 - 12,356.34,352.46,352.46,352.46,352.46,352.46,454.22,454.22,352.46,352.46,352.46,352.46,352.46,352.46,352.46,376.71,388.21,388.21
2013-03-01,12 - 13,351.95,349.67,349.67,349.67,349.67,349.67,420.67,420.67,349.67,349.67,349.67,349.67,349.67,349.67,349.67,376.8,388.21,388.21
2013-03-01,13 - 14,348.06,346.46,346.46,346.46,346.46,346.46,398.77,398.77,346.46,346.46,346.46,346.46,346.46,346.46,346.46,376.63,388.21,388.21
2013-03-01,14 - 15,341.3,341.38,341.38,341.38,341.38,341.38,341.38,341.38,341.38,341.38,341.38,341.38,341.38,341.38,341.38,376.55,388.21,388.21
2013-03-01,15 - 16,340.2,340.29,340.29,340.29,340.29,340.29,340.29,340.29,340.29,340.29,340.29,340.29,340.29,340.29,340.29,376.38,388.21,388.21
2013-03-01,16 - 17,343.58,343.58,343.58,343.58,343.58,343.58,343.58,343.58,343.58,343.58,343.58,343.58,343.58,343.58,343.58,376.38,388.29,388.29
2013-03-01,17 - 18,355.84,354.06,354.06,354.06,354.06,354.06,398.86,398.86,354.06,354.06,354.06,354.06,354.06,354.06,354.06,376.88,388.29,388.29
2013-03-01,18 - 19,360.23,356.26,356.26,356.26,356.26,356.26,421.34,471.72,356.26,356.26,356.26,356.26,356.26,356.26,356.26,376.8,388.55,388.55
2013-03-01,19 - 20,355.25,353.39,353.39,353.39,353.39,353.39,398.52,440.28,353.39,353.39,353.39,353.39,353.39,353.39,353.39,353.39,388.46,388.46
2013-03-01,20 - 21,350.85,349.41,349.41,349.41,349.41,349.41,398.18,398.18,349.41,349.41,349.41,349.41,349.41,349.41,349.41,349.41,371.64,371.64
2013-03-01,21 - 22,345.44,345.36,345.36,345.36,345.36,345.36,345.36,345.36,345.36,345.36,345.36,345.36,345.36,345.36,327.52,327.52,320.85,320.85
2013-03-01,22 - 23,339.27,336.99,336.99,336.99,336.99,336.99,342.48,342.48,340.88,340.88,340.88,336.99,336.99,336.99,265.48,265.48,320.68,320.68
2013-03-01,23 - 00,332.51,329.04,329.04,329.04,329.04,329.04,333.44,333.44,335.05,335.05,335.05,329.04,329.04,329.04,263.12,263.12,254.24,254.24
2013-03-02,00 - 01,342.33,342.16,342.16,342.16,342.16,342.16,351.71,351.71,342.16,342.16,342.16,342.16,342.16,342.16,336.22,336.22,218.23,218.23
2013-03-02,01 - 02,331.61,326.08,326.08,326.08,326.08,326.08,326.08,326.08,335.63,335.63,335.63,326.08,326.08,326.08,326.08,326.08,317.54,317.54
2013-03-02,02 - 03,323.82,321.31,321.31,321.31,321.31,321.31,321.31,321.31,331.53,331.53,331.53,321.31,321.31,321.31,321.31,321.31,317.79,317.79
2013-03-02,03 - 04,323.49,320.72,320.72,320.72,320.72,320.72,320.72,320.72,331.28,331.28,331.28,320.72,320.72,320.72,320.72,320.72,317.54,317.54
2013-03-02,04 - 05,326.67,323.4,323.4,323.4,323.4,323.4,323.4,323.4,330.52,330.52,330.52,323.4,323.4,323.4,323.4,323.4,317.54,317.54
2013-03-02,05 - 06,324.07,322.15,322.15,322.15,322.15,322.15,322.15,322.15,327.17,327.17,327.17,322.15,322.15,322.15,322.15,322.15,351.21,351.21
2013-03-02,06 - 07,322.06,319.22,319.22,319.22,319.22,319.22,313.36,319.22,329.52,329.52,329.52,319.22,319.22,319.22,319.22,319.22,368.04,368.04
2013-03-02,07 - 08,330.61,325.83,325.83,325.83,325.83,368.12,331.69,325.83,330.35,330.35,330.35,325.83,325.83,325.83,368.12,368.12,384.87,384.87
2013-03-02,08 - 09,335.71,331.44,331.44,331.44,331.44,379.51,331.44,331.44,331.44,331.44,331.44,331.44,331.44,331.44,379.51,379.51,385.04,385.04
2013-03-02,09 - 10,338.81,335.29,335.29,335.29,335.29,431.68,335.29,335.29,335.29,335.29,335.29,335.29,335.29,335.29,431.68,431.68,385.12,385.12
2013-03-02,10 - 11,340.57,337.81,337.81,337.81,337.81,418.2,337.81,337.81,337.81,337.81,337.81,337.81,337.81,337.81,418.2,418.2,385.04,385.04
2013-03-02,11 - 12,334.79,324.99,324.99,324.99,324.99,377.0,324.99,324.99,336.22,336.22,336.22,324.99,324.99,324.99,377.0,377.0,385.04,385.04
2013-03-02,12 - 13,329.1,321.56,321.56,321.56,321.56,372.64,321.56,321.56,335.13,335.13,335.13,321.56,321.56,321.56,372.64,372.64,384.95,384.95
2013-03-02,13 - 14,320.89,310.26,310.26,310.26,310.26,375.49,310.26,310.26,331.61,331.61,331.61,310.26,310.26,310.26,375.49,375.49,384.79,384.79
2013-03-02,14 - 15,316.7,293.59,293.59,293.59,293.59,376.83,292.76,293.59,333.54,333.54,333.54,302.8,302.8,293.59,376.83,376.83,384.53,384.53
2013-03-02,15 - 16,317.88,295.27,295.27,295.27,295.27,418.2,268.64,295.27,334.96,334.96,334.96,297.03,297.03,295.27,418.2,418.2,211.86,211.86
2013-03-02,16 - 17,320.64,310.42,310.42,310.42,310.42,357.65,292.42,310.42,335.38,335.38,335.38,310.42,310.42,310.42,357.65,357.65,160.78,160.78
2013-03-02,17 - 18,334.29,324.24,324.24,324.24,324.24,431.68,324.24,324.24,335.63,335.63,335.63,324.24,324.24,324.24,431.68,431.68,268.14,268.14
2013-03-02,18 - 19,340.4,340.07,340.07,340.07,340.07,340.07,340.07,340.07,340.07,340.07,340.07,340.07,340.07,340.07,340.07,340.07,302.13,302.13
