,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,ELE,LV,LT
2013-04-24,20 - 21,359.95,337.04,337.04,337.04,337.04,337.04,345.28,345.28,373.68,373.68,373.68,337.04,337.04,337.04,249.78,249.78,644.4,644.4
2013-04-24,21 - 22,359.52,334.73,334.73,334.73,334.73,334.73,334.73,334.73,376.0,376.0,376.0,334.73,334.73,334.73,235.62,235.62,643.88,643.88
2013-04-24,22 - 23,351.46,294.83,294.83,294.83,294.83,294.83,294.83,294.83,374.97,374.97,374.97,301.09,301.09,301.09,227.38,227.38,555.84,555.84
2013-04-24,23 - 00,325.2,252.78,252.78,252.78,252.78,252.78,252.78,252.78,372.74,372.74,372.74,274.83,274.83,274.83,219.15,219.15,550.18,550.18
2013-04-25,00 - 01,326.28,219.84,219.84,219.84,219.84,219.84,219.84,219.84,372.28,372.28,372.28,293.61,293.61,293.61,219.84,219.84,103.0,103.0
2013-04-25,01 - 02,310.03,213.31,213.31,213.31,213.31,213.31,213.31,213.31,371.07,371.07,371.07,285.61,285.61,285.61,213.31,213.31,102.31,102.31
2013-04-25,02 - 03,305.04,195.85,195.85,195.85,195.85,195.85,195.85,195.85,370.81,370.81,370.81,281.14,281.14,281.14,195.85,195.85,102.57,102.57
2013-04-25,03 - 04,300.14,172.04,172.04,172.04,172.04,172.04,172.04,172.04,370.13,370.13,370.13,280.71,280.71,280.71,172.04,172.04,102.4,102.4
2013-04-25,04 - 05,296.96,196.8,196.8,196.8,196.8,196.8,196.8,196.8,370.38,370.38,370.38,282.26,282.26,282.26,196.8,196.8,102.48,102.48
2013-04-25,05 - 06,335.39,276.33,276.33,276.33,276.33,276.33,276.33,276.33,371.85,371.85,371.85,289.05,289.05,289.05,226.12,226.12,102.74,102.74
2013-04-25,06 - 07,369.18,362.22,362.22,362.22,362.22,362.22,362.22,362.22,371.93,371.93,371.93,362.22,362.22,362.22,301.43,301.43,107.38,107.38
2013-04-25,07 - 08,381.05,381.56,381.56,381.56,381.56,381.56,391.28,391.28,381.56,381.56,381.56,381.56,381.56,381.56,344.33,344.33,185.97,185.97
2013-04-25,08 - 09,383.11,383.11,383.11,383.11,383.11,383.11,388.44,388.44,383.11,383.11,383.11,383.11,383.11,383.11,344.42,344.42,215.54,215.54
2013-04-25,09 - 10,372.1,361.79,361.79,361.79,361.79,361.79,361.79,361.79,373.57,373.57,373.57,361.79,361.79,361.79,344.33,344.33,223.54,223.54
2013-04-25,10 - 11,370.99,360.33,360.33,360.33,360.33,360.33,360.33,360.33,372.71,372.71,372.71,360.33,360.33,360.33,344.42,344.42,261.54,261.54
2013-04-25,11 - 12,369.78,355.34,355.34,355.34,355.34,355.34,355.34,355.34,372.19,372.19,372.19,355.34,355.34,355.34,344.16,344.16,344.16,344.16
2013-04-25,12 - 13,366.26,351.64,351.64,351.64,351.64,351.64,351.64,351.64,372.79,372.79,372.79,351.64,351.64,351.64,344.25,344.25,276.84,276.84
2013-04-25,13 - 14,361.53,344.25,344.25,344.25,344.25,344.25,344.25,344.25,371.93,371.93,371.93,344.25,344.25,344.25,344.25,344.25,295.07,295.07
2013-04-25,14 - 15,357.57,341.41,341.41,341.41,341.41,341.41,341.41,341.41,372.28,372.28,372.28,341.41,341.41,341.41,341.41,341.41,301.17,301.17
2013-04-25,15 - 16,350.27,333.24,333.24,333.24,333.24,333.24,333.24,333.24,371.24,371.24,371.24,333.24,333.24,333.24,333.24,333.24,301.17,301.17
2013-04-25,16 - 17,347.09,323.96,323.96,323.96,323.96,323.96,323.96,323.96,370.81,370.81,370.81,323.96,323.96,323.96,301.6,301.6,301.35,301.35
2013-04-25,17 - 18,348.72,330.15,330.15,330.15,330.15,330.15,330.15,330.15,370.56,370.56,370.56,330.15,330.15,330.15,301.52,301.52,301.78,301.78
2013-04-25,18 - 19,348.98,335.39,335.39,335.39,335.39,335.39,335.39,335.39,370.81,370.81,370.81,335.39,335.39,335.39,301.43,301.43,344.33,344.33
2013-04-25,19 - 20,369.87,362.82,362.82,362.82,362.82,362.82,371.76,371.76,371.76,371.76,371.76,362.82,362.82,362.82,301.6,301.6,396.26,396.26
2013-04-25,20 - 21,373.39,368.75,368.75,368.75,368.75,368.75,377.78,377.78,376.83,376.83,376.83,368.75,368.75,368.75,313.64,313.64,430.48,430.48
2013-04-25,21 - 22,362.39,346.23,346.23,346.23,346.23,346.23,346.23,346.23,372.88,372.88,372.88,346.23,346.23,346.23,259.22,259.22,393.43,393.43
2013-04-25,22 - 23,357.14,325.16,325.16,325.16,325.16,325.16,325.16,325.16,373.82,373.82,373.82,330.92,330.92,330.92,242.11,242.11,370.3,370.3
2013-04-25,23 - 00,338.14,270.65,270.65,270.65,270.65,270.65,270.65,270.65,372.53,372.53,372.53,298.51,298.51,298.51,223.97,223.97,344.33,344.33
2013-04-26,00 - 01,322.51,239.73,239.73,239.73,239.73,239.73,233.97,233.97,374.08,374.08,374.08,308.67,308.67,308.67,224.35,224.35,301.45,301.45
2013-04-26,01 - 02,312.02,246.52,246.52,246.52,246.52,246.52,232.34,232.34,370.82,370.82,370.82,290.45,290.45,290.45,224.26,224.26,301.37,301.37
2013-04-26,02 - 03,312.97,287.35,287.35,287.35,287.35,287.35,197.1,197.1,370.22,370.22,370.22,287.35,287.35,287.35,224.18,224.18,301.37,301.37
2013-04-26,03 - 04,315.89,295.09,295.09,295.09,295.09,295.09,155.32,155.32,370.3,370.3,370.3,295.09,295.09,295.09,220.14,220.14,301.02,301.02
2013-04-26,04 - 05,320.36,323.63,323.63,323.63,323.63,323.63,170.28,170.28,363.68,363.68,363.68,323.63,323.63,323.63,223.57,223.57,263.29,263.29
2013-04-26,05 - 06,332.14,339.27,339.27,339.27,339.27,339.27,232.43,232.43,363.68,363.68,363.68,339.27,339.27,339.27,224.09,224.09,209.82,209.82
2013-04-26,06 - 07,358.1,355.86,355.86,355.86,355.86,355.86,334.37,334.37,368.58,368.58,368.58,355.86,355.86,355.86,300.94,300.94,300.94,300.94
2013-04-26,07 - 08,369.7,370.04,370.04,370.04,370.04,370.04,330.16,330.16,372.11,372.11,372.11,370.04,370.04,370.04,344.34,344.34,301.28,301.28
2013-04-26,08 - 09,379.67,380.1,380.1,380.1,380.1,380.1,380.1,380.1,380.1,380.1,380.1,380.1,380.1,380.1,380.1,380.1,301.11,301.11
2013-04-26,09 - 10,380.88,381.05,381.05,381.05,381.05,381.05,381.05,381.05,381.05,381.05,381.05,381.05,381.05,381.05,344.6,344.6,300.85,300.85
2013-04-26,10 - 11,378.73,378.9,378.9,378.9,378.9,378.9,378.9,378.9,378.9,378.9,378.9,378.9,378.9,378.9,344.43,344.43,253.57,253.57
2013-04-26,11 - 12,370.9,370.73,370.73,370.73,370.73,370.73,370.73,370.73,370.73,370.73,371.42,370.73,370.73,370.73,344.26,344.26,224.26,224.26
2013-04-26,12 - 13,365.06,365.15,365.15,365.15,365.15,365.15,365.15,365.15,365.15,365.15,372.45,365.15,365.15,365.15,344.43,344.43,238.27,238.27
2013-04-26,13 - 14,361.79,361.02,361.02,361.02,361.02,361.02,361.02,361.02,362.39,362.39,372.37,361.02,361.02,361.02,344.43,344.43,277.64,277.64
2013-04-26,14 - 15,357.67,355.35,355.35,355.35,355.35,355.35,355.35,355.35,361.28,361.28,371.85,355.35,355.35,355.35,344.26,344.26,290.88,290.88
2013-04-26,15 - 16,349.33,344.69,344.69,344.69,344.69,344.69,344.69,344.69,352.25,352.25,366.61,344.69,344.69,344.69,344.0,344.0,298.27,298.27
2013-04-26,16 - 17,343.31,343.4,343.4,343.4,343.4,343.4,343.4,343.4,345.29,345.29,362.48,343.4,343.4,343.4,314.34,314.34,301.11,301.11
2013-04-26,17 - 18,339.01,339.19,339.19,339.19,339.19,339.19,339.19,339.19,339.19,339.19,357.07,339.19,339.19,339.19,303.08,303.08,301.45,301.45
2013-04-26,18 - 19,341.94,342.11,342.11,342.11,342.11,342.11,342.11,342.11,342.11,342.11,351.48,342.11,342.11,342.11,301.62,301.62,301.62,301.62
2013-04-26,19 - 20,339.19,339.53,339.53,339.53,339.53,339.53,339.53,339.53,339.62,339.62,353.54,339.53,339.53,339.53,301.54,301.54,343.91,343.91
2013-04-26,20 - 21,340.82,339.62,339.62,339.62,339.62,339.62,339.62,339.62,349.67,349.67,349.67,339.62,339.62,339.62,301.71,301.71,344.52,344.52
2013-04-26,21 - 22,342.37,340.65,340.65,340.65,340.65,340.65,340.65,340.65,351.39,351.39,351.39,340.65,340.65,340.65,252.71,252.71,344.26,344.26
2013-04-26,22 - 23,335.75,323.63,323.63,323.63,323.63,323.63,323.63,323.63,349.84,349.84,349.84,336.87,336.87,336.87,237.16,237.16,344.52,344.52
2013-04-26,23 - 00,318.81,290.88,290.88,290.88,290.88,290.88,290.88,290.88,342.19,342.19,342.19,312.71,312.71,312.71,223.66,223.66,338.07,338.07
2013-04-27,00 - 01,321.39,281.97,281.97,281.97,281.97,281.97,281.97,281.97,350.02,350.02,350.02,323.96,323.96,323.96,266.71,266.71,399.04,399.04
2013-04-27,01 - 02,309.22,281.88,281.88,281.88,281.88,281.88,281.88,281.88,339.48,339.48,339.48,290.88,290.88,290.88,254.2,254.2,395.53,395.53
2013-04-27,02 - 03,300.82,265.26,265.26,265.26,265.26,265.26,265.26,265.26,337.76,337.76,337.76,287.8,287.8,287.8,238.95,238.95,300.57,300.57
2013-04-27,03 - 04,300.48,269.11,269.11,269.11,269.11,269.11,269.11,269.11,336.39,336.39,336.39,285.65,285.65,285.65,223.26,223.26,300.31,300.31
2013-04-27,04 - 05,297.48,269.29,269.29,269.29,269.29,269.29,269.29,269.29,333.39,333.39,333.39,285.83,285.83,285.83,223.35,223.35,300.14,300.14
2013-04-27,05 - 06,300.4,252.4,252.4,252.4,252.4,252.4,252.4,252.4,334.94,334.94,334.94,284.71,284.71,284.71,222.92,222.92,299.97,299.97
2013-04-27,06 - 07,322.25,291.31,291.31,291.31,291.31,291.31,291.31,291.31,335.62,335.62,335.62,295.51,295.51,295.51,120.16,120.16,300.22,300.22
2013-04-27,07 - 08,330.82,324.82,324.82,324.82,324.82,324.82,324.82,324.82,332.79,332.79,332.79,324.82,324.82,324.82,211.43,211.43,300.14,300.14
2013-04-27,08 - 09,331.85,310.68,310.68,310.68,310.68,310.68,310.68,310.68,342.13,342.13,342.13,323.36,323.36,323.36,246.57,246.57,209.98,209.98
2013-04-27,09 - 10,335.96,319.42,319.42,319.42,319.42,319.42,319.42,319.42,352.93,352.93,352.93,338.62,338.62,338.62,319.42,319.42,205.61,205.61
2013-04-27,10 - 11,338.28,325.42,325.42,325.42,325.42,325.42,325.42,325.42,357.3,357.3,357.3,339.22,339.22,339.22,325.42,325.42,213.58,213.58
2013-04-27,11 - 12,335.88,319.25,319.25,319.25,319.25,319.25,319.25,319.25,353.02,353.02,353.02,338.79,338.79,338.79,319.25,319.25,294.74,294.74
2013-04-27,12 - 13,334.25,319.17,319.17,319.17,319.17,319.17,319.17,319.17,348.13,348.13,348.13,323.79,323.79,323.79,319.17,319.17,300.14,300.14
2013-04-27,13 - 14,330.39,310.34,310.34,310.34,310.34,310.34,310.34,310.34,342.22,342.22,342.22,310.34,310.34,310.34,300.74,300.74,300.14,300.14
2013-04-27,14 - 15,324.56,300.4,300.4,300.4,300.4,300.4,300.4,300.4,337.68,337.68,337.68,305.2,305.2,305.2,300.4,300.4,300.14,300.14
2013-04-27,15 - 16,324.74,302.88,302.88,302.88,302.88,302.88,302.88,302.88,334.76,334.76,334.76,302.88,302.88,302.88,300.31,300.31,300.14,300.14
2013-04-27,16 - 17,323.79,308.54,308.54,308.54,308.54,308.54,308.54,308.54,331.42,331.42,331.42,308.54,308.54,308.54,300.14,300.14,300.22,300.22
2013-04-27,17 - 18,331.76,328.51,328.51,328.51,328.51,328.51,328.51,328.51,332.79,332.79,332.79,328.51,328.51,328.51,300.05,300.05,300.31,300.31
2013-04-27,18 - 19,331.85,329.11,329.11,329.11,329.11,329.11,329.11,329.11,332.79,332.79,332.79,329.11,329.11,329.11,300.05,300.05,300.31,300.31
2013-04-27,19 - 20,330.31,317.79,317.79,317.79,317.79,317.79,317.79,317.79,334.34,334.34,334.34,323.19,323.19,323.19,300.22,300.22,300.31,300.31
2013-04-27,20 - 21,331.85,322.51,322.51,322.51,322.51,322.51,322.51,322.51,336.48,336.48,336.48,322.51,322.51,322.51,322.51,322.51,300.14,300.14
2013-04-27,21 - 22,336.14,328.25,328.25,328.25,328.25,328.25,328.25,328.25,348.05,348.05,348.05,328.25,328.25,328.25,328.25,328.25,223.6,223.6
2013-04-27,22 - 23,335.71,307.0,307.0,307.0,307.0,307.0,307.0,307.0,361.68,361.68,361.68,307.0,307.0,307.0,307.0,307.0,223.09,223.09
2013-04-27,23 - 00,332.28,296.2,296.2,296.2,296.2,296.2,296.2,296.2,355.68,355.68,355.68,296.2,296.2,296.2,223.43,223.43,223.43,223.43
2013-04-28,00 - 01,317.05,280.92,280.92,280.92,280.92,280.92,280.92,280.92,339.4,339.4,339.4,324.33,324.33,324.33,266.28,266.28,342.74,342.74
2013-04-28,01 - 02,299.16,275.78,275.78,275.78,275.78,275.78,275.78,275.78,332.29,332.29,332.29,308.92,308.92,308.92,257.63,257.63,402.41,402.41
2013-04-28,02 - 03,298.13,274.07,274.07,274.07,274.07,274.07,274.07,274.07,331.69,331.69,331.69,290.42,290.42,290.42,257.46,257.46,402.41,402.41
2013-04-28,03 - 04,295.22,269.53,269.53,269.53,269.53,269.53,269.53,269.53,331.69,331.69,331.69,287.26,287.26,287.26,222.87,222.87,300.44,300.44
2013-04-28,04 - 05,298.81,276.47,276.47,276.47,276.47,276.47,276.47,276.47,331.95,331.95,331.95,285.89,285.89,285.89,222.87,222.87,300.53,300.53
2013-04-28,05 - 06,300.27,280.23,280.23,280.23,280.23,280.23,280.23,280.23,330.58,330.58,330.58,284.94,284.94,284.94,154.8,154.8,342.57,342.57
2013-04-28,06 - 07,297.79,276.9,276.9,276.9,276.9,276.9,276.9,276.9,328.7,328.7,328.7,290.08,290.08,290.08,222.95,222.95,343.25,343.25
2013-04-28,07 - 08,307.29,290.85,290.85,290.85,290.85,290.85,290.85,290.85,324.67,324.67,324.67,314.74,314.74,314.74,242.22,242.22,343.25,343.25
2013-04-28,08 - 09,310.54,290.85,290.85,290.85,290.85,290.85,290.85,290.85,327.33,327.33,327.33,324.5,324.5,324.5,290.85,290.85,414.57,414.57
2013-04-28,09 - 10,316.02,289.65,289.65,289.65,289.65,289.65,290.68,289.65,331.95,331.95,331.95,315.51,315.51,315.51,289.65,289.65,417.06,417.06
2013-04-28,10 - 11,323.3,292.73,292.73,292.73,292.73,292.73,292.73,292.73,333.32,333.32,333.32,324.16,324.16,324.16,292.73,292.73,381.87,381.87
2013-04-28,11 - 12,321.16,290.85,290.85,290.85,290.85,290.85,290.85,290.85,333.49,333.49,333.49,324.16,324.16,324.16,290.85,290.85,343.08,343.08
2013-04-28,12 - 13,309.86,285.11,285.11,285.11,285.11,285.11,285.11,285.11,332.63,332.63,332.63,315.94,315.94,315.94,285.11,285.11,343.08,343.08
2013-04-28,13 - 14,300.27,277.24,277.24,277.24,277.24,277.24,277.24,277.24,331.69,331.69,331.69,313.97,313.97,313.97,277.24,277.24,342.91,342.91
2013-04-28,14 - 15,292.99,256.86,256.86,256.86,256.86,256.86,256.86,256.86,331.78,331.78,331.78,309.77,309.77,309.77,256.86,256.86,342.82,342.82
2013-04-28,15 - 16,287.85,235.11,235.11,235.11,235.11,235.11,235.11,235.11,331.35,331.35,331.35,310.63,310.63,310.63,235.11,235.11,342.65,342.65
2013-04-28,16 - 17,289.4,236.05,236.05,236.05,236.05,236.05,236.05,236.05,331.86,331.86,331.86,300.7,300.7,300.7,236.05,236.05,342.65,342.65
2013-04-28,17 - 18,289.57,236.14,236.14,236.14,236.14,236.14,236.14,236.14,332.46,332.46,332.46,301.81,301.81,301.81,236.14,236.14,342.82,342.82
2013-04-28,18 - 19,295.3,269.62,269.62,269.62,269.62,269.62,269.62,269.62,331.09,331.09,331.09,294.02,294.02,294.02,269.62,269.62,342.82,342.82
2013-04-28,19 - 20,312.26,290.17,290.17,290.17,290.17,290.17,290.17,290.17,331.35,331.35,331.35,307.38,307.38,307.38,290.17,290.17,343.08,343.08
2013-04-28,20 - 21,330.66,328.95,328.95,328.95,328.95,328.95,328.95,328.95,332.46,332.46,332.46,328.95,328.95,328.95,328.95,328.95,342.82,342.82
2013-04-28,21 - 22,332.55,331.35,331.35,331.35,331.35,331.35,331.35,331.35,333.75,333.75,333.75,331.35,331.35,331.35,331.35,331.35,300.44,300.44
2013-04-28,22 - 23,332.98,331.61,331.61,331.61,331.61,331.61,331.61,331.61,336.23,336.23,336.23,331.61,331.61,331.61,293.42,293.42,300.53,300.53
2013-04-28,23 - 00,305.49,282.63,282.63,282.63,282.63,282.63,282.63,282.63,331.78,331.78,331.78,282.63,282.63,282.63,227.83,227.83,342.74,342.74
2013-04-29,00 - 01,304.89,266.54,266.54,266.54,266.54,266.54,266.54,266.54,345.31,345.31,345.31,288.03,288.03,288.03,222.95,222.95,342.65,342.65
2013-04-29,01 - 02,291.45,249.92,249.92,249.92,249.92,249.92,249.92,249.92,332.46,332.46,332.46,285.97,285.97,285.97,223.38,223.38,342.82,342.82
2013-04-29,02 - 03,275.78,218.93,218.93,218.93,218.93,218.93,218.93,218.93,328.18,328.18,328.18,284.86,284.86,284.86,218.93,218.93,342.74,342.74
2013-04-29,03 - 04,263.45,189.82,189.82,189.82,189.82,189.82,189.82,189.82,323.64,323.64,323.64,284.6,284.6,284.6,189.82,189.82,342.65,342.65
2013-04-29,04 - 05,263.37,201.12,201.12,201.12,201.12,201.12,196.24,196.24,321.33,321.33,321.33,286.31,286.31,286.31,201.12,201.12,342.48,342.48
2013-04-29,05 - 06,291.28,266.79,266.79,266.79,266.79,266.79,258.4,266.79,325.53,325.53,325.53,291.54,291.54,291.54,238.37,238.37,342.57,342.57
2013-04-29,06 - 07,344.19,341.62,341.62,341.62,341.62,341.62,349.93,341.62,356.01,356.01,356.01,341.62,341.62,341.62,341.62,341.62,399.67,399.67
2013-04-29,07 - 08,377.07,373.73,373.73,373.73,373.73,373.73,373.73,373.73,380.58,373.73,380.58,373.73,373.73,373.73,373.73,373.73,417.57,417.57
2013-04-29,08 - 09,382.72,384.35,384.35,384.35,384.35,384.35,374.59,384.35,384.35,374.59,384.35,384.35,384.35,384.35,368.77,368.77,417.65,417.65
2013-04-29,09 - 10,375.1,369.79,369.79,369.79,369.79,369.79,369.79,369.79,380.67,369.79,380.67,369.79,369.79,369.79,369.79,369.79,368.85,368.85
2013-04-29,10 - 11,370.56,368.68,368.68,368.68,368.68,368.68,368.68,368.68,377.16,368.68,377.16,368.68,368.68,368.68,343.34,343.34,368.25,368.25
2013-04-29,11 - 12,356.09,352.33,352.33,352.33,352.33,352.33,352.33,352.33,373.47,352.33,373.47,352.33,352.33,352.33,352.33,352.33,342.99,342.99
2013-04-29,12 - 13,347.1,343.16,343.16,343.16,343.16,343.16,324.84,343.16,371.59,345.22,371.59,343.16,343.16,343.16,343.16,343.16,342.82,342.82
2013-04-29,13 - 14,341.2,338.71,338.71,338.71,338.71,338.71,290.42,338.71,370.82,347.87,370.82,340.77,340.77,340.77,338.71,338.71,342.74,342.74
2013-04-29,14 - 15,336.23,335.29,335.29,335.29,335.29,335.29,268.68,321.5,369.45,341.45,369.45,340.94,340.94,340.94,335.29,335.29,342.82,342.82
2013-04-29,15 - 16,332.8,333.66,333.66,333.66,333.66,333.66,259.09,320.73,369.02,335.89,369.02,333.66,333.66,333.66,333.66,333.66,300.35,300.35
2013-04-29,16 - 17,331.61,324.24,324.24,324.24,324.24,324.24,259.26,320.56,366.54,349.84,366.54,324.24,324.24,324.24,324.24,324.24,309.26,309.26
2013-04-29,17 - 18,332.55,326.73,326.73,326.73,326.73,326.73,290.25,326.73,363.54,350.36,363.54,326.73,326.73,326.73,326.73,326.73,342.65,342.65
2013-04-29,18 - 19,337.51,332.46,332.46,332.46,332.46,332.46,324.67,332.46,367.22,351.04,367.22,332.46,332.46,332.46,309.52,309.52,342.57,342.57
2013-04-29,19 - 20,348.99,346.76,346.76,346.76,346.76,346.76,346.76,346.76,368.59,357.38,368.59,346.76,346.76,346.76,300.53,300.53,300.01,300.01
2013-04-29,20 - 21,353.95,348.39,348.39,348.39,348.39,348.39,348.39,348.39,375.02,359.78,375.02,348.39,348.39,348.39,342.57,342.57,300.35,300.35
2013-04-29,21 - 22,353.1,341.88,341.88,341.88,341.88,341.88,341.88,341.88,377.41,360.29,377.41,341.88,341.88,341.88,254.12,254.12,222.7,222.7
2013-04-29,22 - 23,342.14,332.29,332.29,332.29,332.29,332.29,332.29,332.29,371.85,360.55,371.85,332.29,332.29,332.29,242.56,242.56,196.24,196.24
2013-04-29,23 - 00,314.23,257.72,257.72,257.72,257.72,257.72,257.72,257.72,366.62,357.63,366.62,283.92,283.92,283.92,223.3,223.3,213.19,213.19
